gene_name	avg_error_rate_diff	n_calls	abs_error_rate_diff	performance	max_diff
TPO	-5.21468606113078e-4	38	5.21468606113078e-4	locityper_better	0.39852575012079167
TRAPPC10	8.983376794909679e-4	38	8.983376794909679e-4	cosigt_better	0.39852575012079167
TRBV9	-2.313192885227553e-5	38	2.313192885227553e-5	locityper_better	0.39852575012079167
TRMT1	-6.825027832576038e-5	38	6.825027832576038e-5	locityper_better	0.39852575012079167
TRPM4	-5.219076786969789e-4	38	5.219076786969789e-4	locityper_better	0.39852575012079167
TTC37	3.5148104418308774e-5	38	3.5148104418308774e-5	cosigt_better	0.39852575012079167
TTLL1	-2.688604156379986e-6	38	2.688604156379986e-6	locityper_better	0.39852575012079167
TUBGCP6	-1.7275512388577492e-4	38	1.7275512388577492e-4	locityper_better	0.39852575012079167
TYK2	-8.567792851866392e-4	38	8.567792851866392e-4	locityper_better	0.39852575012079167
TYMS	-0.0014140129875333772	38	0.0014140129875333772	locityper_better	0.39852575012079167
UGT2A1	1.1969380313326278e-8	38	1.1969380313326278e-8	cosigt_better	0.39852575012079167
UNKL	-6.559238612939916e-4	37	6.559238612939916e-4	locityper_better	0.39852575012079167
USP8	1.8377086324022197e-5	38	1.8377086324022197e-5	cosigt_better	0.39852575012079167
UVSSA	2.594092290491876e-4	38	2.594092290491876e-4	cosigt_better	0.39852575012079167
VANGL1	0.006390606534955912	38	0.006390606534955912	cosigt_better	0.39852575012079167
VKORC1	-0.0026151614108794003	38	0.0026151614108794003	locityper_better	0.39852575012079167
ZAN	0.05460758602934837	38	0.05460758602934837	cosigt_better	0.39852575012079167
ZNF141	4.198193143205823e-5	38	4.198193143205823e-5	cosigt_better	0.39852575012079167
ZNF419	4.70584092514259e-5	38	4.70584092514259e-5	cosigt_better	0.39852575012079167
ZNF469	1.6946540601409558e-5	38	1.6946540601409558e-5	cosigt_better	0.39852575012079167
